borrower_id,sector,pd,exposure,recovery_rate,lgd
428,Energy,0.042610897044490365,383461.72380885994,0.45,0.55
429,Energy,0.0312302411469991,6159040.326996989,0.45,0.55
430,Technology,0.028097580645307735,382182.9145868598,0.3,0.7
431,Real Estate,0.03704285101898999,1627629.8994971768,0.55,0.44999999999999996
432,Banking,0.0152916095951867,565646.2433192882,0.5,0.5
433,Technology,0.029934710909579193,1127892.7800859418,0.3,0.7
434,Retail,0.03675701798018191,1670715.2904126209,0.35,0.65
435,Technology,0.046593836042724004,1658389.0137111363,0.3,0.7
436,Technology,0.024495755964665324,1833836.4556413274,0.3,0.7
437,Real Estate,0.05902941751390217,6038772.187663682,0.55,0.44999999999999996
438,Retail,0.04529057151678122,1892736.6477338804,0.35,0.65
439,Technology,0.010523778263533345,942078.0113341613,0.3,0.7
440,Banking,0.029906121160501314,3153700.7682998357,0.5,0.5
441,Banking,0.015341079006092544,3950965.308519733,0.5,0.5
442,Energy,0.06805351587347276,352354.1951420712,0.45,0.55
443,Retail,0.025946509110124517,2185598.079932119,0.35,0.65
444,Retail,0.03658496494908095,2424589.385163905,0.35,0.65
445,Energy,0.024267483403932193,893084.5146447988,0.45,0.55
446,Technology,0.0498749700738379,4759755.280906035,0.3,0.7
447,Retail,0.040087800413249705,1035033.5638200769,0.35,0.65
448,Banking,0.027861550519601312,1363514.9606819046,0.5,0.5
449,Banking,0.012012294321652824,1011483.0475297052,0.5,0.5
450,Real Estate,0.0674980235199589,1221486.4144322765,0.55,0.44999999999999996
451,Retail,0.02839622372382343,401806.1000701706,0.35,0.65
452,Technology,0.045922171577628554,284915.84000274795,0.3,0.7
453,Energy,0.03025698202410036,5923896.975753739,0.45,0.55
454,Energy,0.02953438603318333,515575.304194199,0.45,0.55
455,Technology,0.011461986713923795,446237.9685784079,0.3,0.7
456,Real Estate,0.053603347255499964,139610.24940142428,0.55,0.44999999999999996
457,Energy,0.04824205666313082,634782.8509040382,0.45,0.55
458,Retail,0.022628345577134095,320266.969483011,0.35,0.65
459,Real Estate,0.06877638083475053,6212134.782515858,0.55,0.44999999999999996
460,Retail,0.0381315533899211,3301267.6510028373,0.35,0.65
461,Banking,0.0257317080798274,604314.2691856732,0.5,0.5
462,Real Estate,0.05203813734691141,11437818.15882795,0.55,0.44999999999999996
463,Energy,0.0400381530437663,3209948.6143634166,0.45,0.55
464,Real Estate,0.057982016565410896,869061.0165819353,0.55,0.44999999999999996
465,Real Estate,0.03776201229653563,98774.45376063156,0.55,0.44999999999999996
466,Real Estate,0.03909640652476355,11886841.293300265,0.55,0.44999999999999996
467,Real Estate,0.07308928105067586,299667.11869941757,0.55,0.44999999999999996
468,Retail,0.057844618485345306,232025.19712377078,0.35,0.65
469,Banking,0.021199279488392588,3343639.4654207956,0.5,0.5
470,Technology,0.020829786925742153,13794112.192105476,0.3,0.7
471,Real Estate,0.06219997716195079,4800702.496036816,0.55,0.44999999999999996
472,Energy,0.04043670855490482,2113612.485710728,0.45,0.55
473,Real Estate,0.03126931778301724,2179823.224209777,0.55,0.44999999999999996
474,Energy,0.02780762986830952,2823296.011428991,0.45,0.55
475,Retail,0.0486388891538959,2568746.487391114,0.35,0.65
476,Energy,0.052946197095507574,1593098.5063235043,0.45,0.55
477,Technology,0.01108383970013934,1334678.6429549865,0.3,0.7
478,Banking,0.016659164857988483,1129636.9683230454,0.5,0.5
479,Energy,0.03155373982940357,565822.3344247324,0.45,0.55
480,Energy,0.05359463717993643,908295.3891565677,0.45,0.55
481,Banking,0.010591316132630925,221248.810327443,0.5,0.5
482,Technology,0.014164343279382954,1089969.610133568,0.3,0.7
483,Real Estate,0.06999580426865948,447489.7416956164,0.55,0.44999999999999996
484,Energy,0.02892723310271668,398877.9194580535,0.45,0.55
485,Banking,0.029582383235556238,1439626.3391142727,0.5,0.5
486,Retail,0.02952731124186906,4837953.149966109,0.35,0.65
487,Banking,0.012983241782780354,3012607.6964540808,0.5,0.5
488,Retail,0.02972688763997816,250070.80990930318,0.35,0.65
489,Technology,0.03889067727422637,447025.92220738385,0.3,0.7
490,Real Estate,0.07278482340531428,3081019.750534697,0.55,0.44999999999999996
491,Banking,0.034906595937009746,450229.44359569624,0.5,0.5
492,Energy,0.03985917648092274,960651.3759814106,0.45,0.55
493,Technology,0.03672340546282585,2084526.103776542,0.3,0.7
494,Banking,0.01614952886247463,456642.2520927326,0.5,0.5
495,Energy,0.03465738651305066,1336247.013250166,0.45,0.55
496,Banking,0.03689007455563359,316783.7061783245,0.5,0.5
497,Retail,0.02052007694042944,659101.1923182347,0.35,0.65
498,Banking,0.012565255925634043,1655778.6410722986,0.5,0.5
499,Banking,0.01623658765438082,244508.72356629607,0.5,0.5
500,Banking,0.010795966116214592,1868179.0380533203,0.5,0.5
